PE_chromosome	PE_start	PE_end	PE_identifier	Cassette_Yan_2015_Class	gene_symbol	alt_gene_list	element_chromosome	element_start	element_end	element_identifier	MIM_number	MIM_phenotypes	SFARI_genetic_category	SFARI_gene_score	SFARI_syndromic
chr13	79354004	79354081	PE_1_of_1_in_NM_001366735.2_intron_8_0_chr13_79353225_r	NMD_in	RBM26	NA	chr13	79353224	79354438	NM_001366735.2_intron_8_0_chr13_79353225_r	NA	NA	NA	NA	NA
chr13	95630714	95630813	PE_1_of_1_in_NM_198968.4_intron_16_0_chr13_95630114_r	NMD_in	DZIP1	DZIP1, KIAA0996, SPGF47, MVP3	chr13	95630113	95633233	NM_198968.4_intron_16_0_chr13_95630114_r	608671	Spermatogenic failure 47, 619102 (3), Autosomal recessive; ?Mitral valve prolapse 3, 610840 (3), Autosomal dominant	NA	NA	NA
chr13	97295687	97295859	PE_1_of_1_in_NM_001382683.1_intron_1_0_chr13_97276410_f	NMD_in	MBNL2	MBNL2, MBLL	chr13	97276409	97334275	NM_001382683.1_intron_1_0_chr13_97276410_f	607327	NA	NA	NA	NA
chr13	98806270	98806355	PE_1_of_1_in_NM_001366683.2_intron_4_0_chr13_98805210_r	NMD_in	DOCK9	ZIZ1, KIAA1058	chr13	98805209	98807660	NM_001366683.2_intron_4_0_chr13_98805210_r	607325	NA	NA	NA	NA
chr13	98840292	98840357	PE_1_of_2_in_NM_001366683.2_intron_14_0_chr13_98837610_r	NMD_in	DOCK9	ZIZ1, KIAA1058	chr13	98837609	98845923	NM_001366683.2_intron_14_0_chr13_98837610_r	607325	NA	NA	NA	NA
chr13	98845329	98845372	PE_2_of_2_in_NM_001366683.2_intron_14_0_chr13_98837610_r	NMD_in	DOCK9	ZIZ1, KIAA1058	chr13	98837609	98845923	NM_001366683.2_intron_14_0_chr13_98837610_r	607325	NA	NA	NA	NA
chr13	98846520	98846556	PE_1_of_1_in_NM_001366683.2_intron_15_0_chr13_98846061_r	NMD_in	DOCK9	ZIZ1, KIAA1058	chr13	98846060	98848591	NM_001366683.2_intron_15_0_chr13_98846061_r	607325	NA	NA	NA	NA
chr13	98921822	98921847	PE_1_of_1_in_NM_001366683.2_intron_46_0_chr13_98921089_r	NMD_in	DOCK9	ZIZ1, KIAA1058	chr13	98921088	98922050	NM_001366683.2_intron_46_0_chr13_98921089_r	607325	NA	NA	NA	NA
chr13	99862350	99862475	PE_1_of_1_in_NM_206808.5_intron_2_0_chr13_99859050_f	NMD_in	CLYBL	CLYBL, CLB	chr13	99859049	99862990	NM_206808.5_intron_2_0_chr13_99859050_f	609686	NA	NA	NA	NA
chr13	99969769	99969929	PE_1_of_1_in_NM_033132.5_intron_0_0_chr13_99965820_r	NMD_in	ZIC5	ZIC5, OPR	chr13	99965819	99970126	NM_033132.5_intron_0_0_chr13_99965820_r	617896	NA	NA	NA	NA
chr13	100295259	100295357	PE_1_of_1_in_NM_000282.4_intron_11_0_chr13_100273347_f	NMD_in	PCCA	PCCA	chr13	100273346	100301459	NM_000282.4_intron_11_0_chr13_100273347_f	232000	Propionicacidemia, 606054 (3), Autosomal recessive	Rare Single Gene Mutation, Syndromic	NA	1
chr13	101579066	101579226	PE_1_of_1_in_NM_004791.3_intron_3_0_chr13_101575547_f	NMD_in	ITGBL1	ITGBL1, TIED	chr13	101575546	101579286	NM_004791.3_intron_3_0_chr13_101575547_f	604234	NA	NA	NA	NA
chr13	106557559	106557616	PE_1_of_2_in_NM_018011.4_intron_1_0_chr13_106557132_r	NMD_in	ARGLU1	ARGLU1	chr13	106557131	106559431	NM_018011.4_intron_1_0_chr13_106557132_r	614046	NA	NA	NA	NA
chr13	106558660	106558755	PE_2_of_2_in_NM_018011.4_intron_1_0_chr13_106557132_r	NMD_in	ARGLU1	ARGLU1	chr13	106557131	106559431	NM_018011.4_intron_1_0_chr13_106557132_r	614046	NA	NA	NA	NA
chr13	110158015	110158031	PE_1_of_1_in_NM_001845.6_intron_2_0_chr13_110155398_r	NMD_in	COL4A1	COL4A1, BSVD1, HANAC, ICH, BSVD, RATOR, PADMAL	chr13	110155397	110161191	NM_001845.6_intron_2_0_chr13_110155398_r	120130	?Retinal arteries, tortuosity of, 180000 (3), Autosomal dominant; {Hemorrhage, intracerebral, susceptibility to}, 614519 (3); Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps, 611773 (3), Autosomal dominant; Microangiopathy and leukoencephalopathy, pontine, autosomal dominant, 618564 (3), Autosomal dominant; Brain small vessel disease with or without ocular anomalies, 175780 (3), Autosomal dominant	NA	NA	NA
chr13	110894285	110894393	PE_1_of_2_in_NM_017664.4_intron_2_0_chr13_110893264_r	NMD_in	ANKRD10	NA	chr13	110893263	110906032	NM_017664.4_intron_2_0_chr13_110893264_r	NA	NA	NA	NA	NA
chr13	110900530	110900694	PE_2_of_2_in_NM_017664.4_intron_2_0_chr13_110893264_r	NMD_in	ANKRD10	NA	chr13	110893263	110906032	NM_017664.4_intron_2_0_chr13_110893264_r	NA	NA	NA	NA	NA
chr13	111154511	111154583	PE_1_of_1_in_NM_001354046.2_intron_1_0_chr13_111153992_f	NMD_in	ARHGEF7	ARHGEF7, PIXB, COOL1	chr13	111153991	111205288	NM_001354046.2_intron_1_0_chr13_111153992_f	605477	NA	NA	NA	NA
chr13	112521227	112521640	PE_1_of_1_in_NM_006322.6_intron_7_0_chr13_112520022_r	NMD_in	TUBGCP3	TUBGCP3, GCP3, GRIP104, SPC98, ALP6	chr13	112520021	112522319	NM_006322.6_intron_7_0_chr13_112520022_r	617818	NA	NA	NA	NA
chr14	21070745	21070867	PE_1_of_1_in_NM_018071.5_intron_0_0_chr14_21070400_f	NMD_in	ARHGEF40	ARHGEF40, SOLO, FLJ10357	chr14	21070399	21073044	NM_018071.5_intron_0_0_chr14_21070400_f	610018	NA	NA	NA	NA
chr14	21087685	21087851	PE_1_of_1_in_NM_018071.5_intron_20_0_chr14_21087464_f	NMD_in	ARHGEF40	ARHGEF40, SOLO, FLJ10357	chr14	21087463	21087967	NM_018071.5_intron_20_0_chr14_21087464_f	610018	NA	NA	NA	NA
chr14	23051828	23052155	PE_1_of_1_in_NM_144985.4_intron_4_0_chr14_23049944_r	NMD_in	CDH24	CDH24	chr14	23049943	23052472	NM_144985.4_intron_4_0_chr14_23049944_r	618599	NA	NA	NA	NA
chr14	23072124	23072245	PE_1_of_1_in_NM_001386863.1_intron_10_0_chr14_23069618_r	NMD_in	ACIN1	ACIN1, KIAA0670	chr14	23069617	23078150	NM_001386863.1_intron_10_0_chr14_23069618_r	604562	NA	NA	NA	NA
chr14	23136748	23136862	PE_1_of_1_in_NM_012244.4_intron_3_0_chr14_23131558_r	NMD_in	SLC7A8	SLC7A8, LAT2	chr14	23131557	23137920	NM_012244.4_intron_3_0_chr14_23131558_r	604235	NA	NA	NA	NA
chr14	23572433	23572581	PE_1_of_1_in_NM_001146028.2_intron_2_0_chr14_23571921_r	NMD_in	JPH4	NA	chr14	23571920	23575684	NM_001146028.2_intron_2_0_chr14_23571921_r	NA	NA	NA	NA	NA
chr14	24053436	24053588	PE_1_of_1_in_NM_138360.4_intron_0_0_chr14_24052194_f	NMD_in	CARMIL3	LRRC16B	chr14	24052193	24053708	NM_138360.4_intron_0_0_chr14_24052194_f	614716	NA	NA	NA	NA
chr14	24234113	24234241	PE_1_of_1_in_NM_001002002.3_intron_2_0_chr14_24233599_f	NMD_in	GMPR2	GMPR2	chr14	24233598	24235736	NM_001002002.3_intron_2_0_chr14_24233599_f	610781	NA	NA	NA	NA
chr14	24433606	24433655	PE_1_of_1_in_NM_015299.3_intron_4_0_chr14_24433033_f	NMD_in	KHNYN	KHNYN	chr14	24433032	24436071	NM_015299.3_intron_4_0_chr14_24433033_f	619579	NA	NA	NA	NA
chr14	26549680	26549781	PE_1_of_1_in_NM_002515.3_intron_2_0_chr14_26480144_r	NMD_in	NOVA1	NOVA1	chr14	26480143	26595409	NM_002515.3_intron_2_0_chr14_26480144_r	602157	NA	NA	NA	NA
chr14	37269164	37269291	PE_1_of_1_in_NM_001388067.1_intron_4_0_chr14_37268794_f	NMD_in	MIPOL1	MIPOL1	chr14	37268793	37270419	NM_001388067.1_intron_4_0_chr14_37268794_f	606850	NA	NA	NA	NA
chr14	41888346	41888537	PE_1_of_1_in_NM_152447.5_intron_2_0_chr14_41888011_f	NMD_in	LRFN5	LRFN5, SALM5	chr14	41888010	41891249	NM_152447.5_intron_2_0_chr14_41888011_f	612811	NA	Rare Single Gene Mutation, Genetic Association, Functional	2	0
chr14	44903523	44903613	PE_1_of_1_in_NM_001017923.2_intron_2_0_chr14_44903297_f	NMD_in	C14orf28	NA	chr14	44903296	44904394	NM_001017923.2_intron_2_0_chr14_44903297_f	NA	NA	NA	NA	NA
chr14	45096596	45096758	PE_1_of_1_in_NM_017922.4_intron_2_0_chr14_45096229_f	NMD_in	PRPF39	PRPF39	chr14	45096228	45096886	NM_017922.4_intron_2_0_chr14_45096229_f	614907	NA	Rare Single Gene Mutation	2	0
chr14	45109894	45109993	PE_1_of_1_in_NM_017922.4_intron_7_0_chr14_45109781_f	NMD_in	PRPF39	PRPF39	chr14	45109780	45110093	NM_017922.4_intron_7_0_chr14_45109781_f	614907	NA	Rare Single Gene Mutation	2	0
chr14	47044838	47045068	PE_1_of_1_in_NM_001113498.3_intron_9_0_chr14_47035305_r	NMD_in	MDGA2	MDGA2	chr14	47035304	47061248	NM_001113498.3_intron_9_0_chr14_47035305_r	611128	NA	Rare Single Gene Mutation, Genetic Association	2	0
chr14	50730923	50730983	PE_1_of_1_in_NM_020921.4_intron_2_0_chr14_50729724_r	NMD_in	NIN	NIN, KIAA1565, SCKL7	chr14	50729723	50735515	NM_020921.4_intron_2_0_chr14_50729724_r	608684	?Seckel syndrome 7, 614851 (3), Autosomal recessive	NA	NA	NA
chr14	50985596	50985650	PE_1_of_1_in_NM_001387360.1_intron_4_0_chr14_50983422_r	NMD_in	TRIM9	TRIM9, SPRING, KIAA0282	chr14	50983421	50985955	NM_001387360.1_intron_4_0_chr14_50983422_r	606555	NA	NA	NA	NA
chr14	50996182	50996398	PE_1_of_1_in_NM_001387360.1_intron_5_0_chr14_50986145_r	NMD_in	TRIM9	TRIM9, SPRING, KIAA0282	chr14	50986144	50998049	NM_001387360.1_intron_5_0_chr14_50986145_r	606555	NA	NA	NA	NA
chr14	56212366	56212493	PE_1_of_1_in_NM_021255.3_intron_1_0_chr14_56178465_f	NMD_in	PELI2	PELI2	chr14	56178464	56279675	NM_021255.3_intron_1_0_chr14_56178465_f	614798	NA	NA	NA	NA
chr14	57575053	57575175	PE_1_of_1_in_NM_001306087.2_intron_3_0_chr14_57572020_r	NMD_in	SLC35F4	NA	chr14	57572019	57581213	NM_001306087.2_intron_3_0_chr14_57572020_r	NA	NA	NA	NA	NA
chr14	58331364	58331518	PE_1_of_1_in_NM_002892.4_intron_10_0_chr14_58330170_f	NMD_in	ARID4A	ARID4A, RBP1, RBBP1	chr14	58330169	58344694	NM_002892.4_intron_10_0_chr14_58330170_f	180201	NA	NA	NA	NA
chr14	58351453	58351676	PE_1_of_1_in_NM_002892.4_intron_15_0_chr14_58351324_f	NMD_in	ARID4A	ARID4A, RBP1, RBBP1	chr14	58351323	58353657	NM_002892.4_intron_15_0_chr14_58351324_f	180201	NA	NA	NA	NA
chr14	58639918	58640000	PE_1_of_1_in_NM_001079520.2_intron_0_0_chr14_58638548_f	NMD_in	DACT1	DACT1, DPR1, DAPPER1, FRODO, TBS2	chr14	58638547	58640735	NM_001079520.2_intron_0_0_chr14_58638548_f	607861	?Townes-Brocks syndrome 2, 617466 (3), Autosomal dominant	NA	NA	NA
chr14	60987052	60987157	PE_1_of_1_in_NM_153811.3_intron_2_0_chr14_60984804_f	NMD_in	SLC38A6	SLC38A6, SNAT6	chr14	60984803	61015903	NM_153811.3_intron_2_0_chr14_60984804_f	616518	NA	NA	NA	NA
chr14	61028388	61028515	PE_1_of_1_in_NM_153811.3_intron_4_0_chr14_61019581_f	NMD_in	SLC38A6	SLC38A6, SNAT6	chr14	61019580	61030444	NM_153811.3_intron_4_0_chr14_61019581_f	616518	NA	NA	NA	NA
chr14	61330089	61330171	PE_1_of_1_in_NM_006255.5_intron_0_0_chr14_61322465_f	NMD_in	PRKCH	PRKCH, PKCL, PRKCL	chr14	61322464	61391224	NM_006255.5_intron_0_0_chr14_61322465_f	605437	{Cerebral infarction, susceptibility to}, 601367 (3), Multifactorial	NA	NA	NA
chr14	61699640	61699744	PE_1_of_1_in_NM_001530.4_intron_0_0_chr14_61695840_f	NMD_in	HIF1A	HIF1A, MOP1	chr14	61695839	61720381	NM_001530.4_intron_0_0_chr14_61695840_f	603348	NA	NA	NA	NA
chr14	64729960	64729981	PE_1_of_1_in_NM_001308147.2_intron_2_0_chr14_64729094_f	NMD_in	PLEKHG3	PLEKHG2, ARHGEF43, KIAA0599	chr14	64729093	64730242	NM_001308147.2_intron_2_0_chr14_64729094_f	617940	NA	NA	NA	NA
chr14	65077328	65077428	PE_1_of_1_in_NM_002382.5_intron_0_0_chr14_65076664_r	NMD_in	MAX	MAX	chr14	65076663	65077912	NM_002382.5_intron_0_0_chr14_65076664_r	154950	{Pheochromocytoma, susceptibility to}, 171300 (3), Autosomal dominant	NA	NA	NA
chr14	66985381	66985443	PE_1_of_1_in_NM_020806.5_intron_8_0_chr14_66965326_f	NMD_in	GPHN	GPHN, GPH, KIAA1385, GEPH, MOCODC	chr14	66965325	67023632	NM_020806.5_intron_8_0_chr14_66965326_f	603930	Molybdenum cofactor deficiency C, 615501 (3), Autosomal recessive	Rare Single Gene Mutation	2	0
chr14	67663768	67663919	PE_1_of_1_in_NM_006370.3_intron_4_0_chr14_67662536_r	NMD_in	VTI1B	VTI1B, VTI1, VTI1L	chr14	67662535	67674374	NM_006370.3_intron_4_0_chr14_67662536_r	603207	NA	NA	NA	NA
chr14	68900862	68900946	PE_1_of_1_in_NM_001130004.2_intron_13_0_chr14_68893748_r	NMD_in	ACTN1	ACTN1, BDPLT15	chr14	68893747	68902476	NM_001130004.2_intron_13_0_chr14_68893748_r	102575	Bleeding disorder, platelet-type, 15, 615193 (3), Autosomal dominant	NA	NA	NA
chr14	70063823	70063929	PE_1_of_1_in_NM_182932.3_intron_4_0_chr14_70060940_r	NMD_in	SLC8A3	SLC8A3, NCX3	chr14	70060939	70166638	NM_182932.3_intron_4_0_chr14_70060940_r	607991	NA	NA	NA	NA
chr14	70971792	70971837	PE_1_of_1_in_NM_014982.3_intron_4_0_chr14_70969111_f	NMD_in	PCNX1	PCNX1, KIAA0995	chr14	70969110	70976941	NM_014982.3_intron_4_0_chr14_70969111_f	617655	NA	NA	NA	NA
chr14	72986892	72986986	PE_1_of_1_in_NM_021260.4_intron_7_0_chr14_72981896_r	NMD_in	ZFYVE1	ZFYVE1, ZNFN2A1, DFCP1, TAFF1	chr14	72981895	72993142	NM_021260.4_intron_7_0_chr14_72981896_r	605471	NA	NA	NA	NA
chr14	73088370	73088474	PE_1_of_1_in_NM_021239.3_intron_5_0_chr14_73088162_f	NMD_in	RBM25	RBM25, RED120	chr14	73088161	73096914	NM_021239.3_intron_5_0_chr14_73088162_f	612427	NA	NA	NA	NA
chr14	73100301	73100362	PE_1_of_1_in_NM_021239.3_intron_8_0_chr14_73099751_f	NMD_in	RBM25	RBM25, RED120	chr14	73099750	73103191	NM_021239.3_intron_8_0_chr14_73099751_f	612427	NA	NA	NA	NA
chr14	73111309	73111382	PE_1_of_1_in_NM_021239.3_intron_14_0_chr14_73111156_f	NMD_in	RBM25	RBM25, RED120	chr14	73111155	73111527	NM_021239.3_intron_14_0_chr14_73111156_f	612427	NA	NA	NA	NA
chr14	73922493	73922697	PE_1_of_1_in_NM_021188.3_intron_9_0_chr14_73922207_f	NMD_in	ZNF410	ZNF410, APA1	chr14	73922206	73923394	NM_021188.3_intron_9_0_chr14_73922207_f	619427	NA	NA	NA	NA
chr14	73993557	73993626	PE_1_of_1_in_NM_001249.5_intron_12_0_chr14_73988173_r	NMD_in	ENTPD5	ENTPD5, CD39L4	chr14	73988172	74011090	NM_001249.5_intron_12_0_chr14_73988173_r	603162	NA	NA	NA	NA
chr14	74771692	74771746	PE_1_of_1_in_NM_019589.3_intron_0_0_chr14_74764363_f	NMD_in	YLPM1	YLPM1, ZAP3	chr14	74764362	74778446	NM_019589.3_intron_0_0_chr14_74764363_f	619766	NA	NA	NA	NA
chr14	75120872	75121007	PE_1_of_1_in_NM_033116.6_intron_18_0_chr14_75120581_r	NMD_in	NEK9	NEK9, NERCC1, LCCS10, APUG, NC	chr14	75120580	75121118	NM_033116.6_intron_18_0_chr14_75120581_r	609798	?Arthrogryposis, Perthes disease, and upward gaze palsy, 614262 (3), Autosomal recessive; Nevus comedonicus, somatic, 617025 (3); Lethal congenital contracture syndrome 10, 617022 (3), Autosomal recessive	NA	NA	NA
chr14	75681709	75681778	PE_1_of_1_in_NM_015072.5_intron_3_0_chr14_75681628_f	NMD_in	TTLL5	TTLL5, STAMP, KIAA0998, CORD19	chr14	75681627	75683549	NM_015072.5_intron_3_0_chr14_75681628_f	612268	Cone-rod dystrophy 19, 615860 (3), Autosomal recessive	NA	NA	NA
chr14	75703471	75703597	PE_1_of_1_in_NM_015072.5_intron_6_0_chr14_75699271_f	NMD_in	TTLL5	TTLL5, STAMP, KIAA0998, CORD19	chr14	75699270	75707017	NM_015072.5_intron_6_0_chr14_75699271_f	612268	Cone-rod dystrophy 19, 615860 (3), Autosomal recessive	NA	NA	NA
chr14	75729854	75729914	PE_1_of_1_in_NM_015072.5_intron_11_0_chr14_75720704_f	NMD_in	TTLL5	TTLL5, STAMP, KIAA0998, CORD19	chr14	75720703	75732337	NM_015072.5_intron_11_0_chr14_75720704_f	612268	Cone-rod dystrophy 19, 615860 (3), Autosomal recessive	NA	NA	NA
chr14	75989373	75989470	PE_1_of_1_in_NM_001102564.3_intron_1_0_chr14_75988978_f	NMD_in	IFT43	IFT43, C14orf179, CED3, SRTD18, RP81	chr14	75988977	76022326	NM_001102564.3_intron_1_0_chr14_75988978_f	614068	?Cranioectodermal dysplasia 3, 614099 (3), Autosomal recessive; ?Retinitis pigmentosa 81, 617871 (3), Autosomal recessive; Short-rib thoracic dysplasia 18 with polydactyly, 617866 (3), Autosomal recessive	NA	NA	NA
chr14	76804375	76804415	PE_1_of_1_in_NM_015305.4_intron_4_0_chr14_76803913_r	NMD_in	ANGEL1	ANGEL1	chr14	76803912	76806415	NM_015305.4_intron_4_0_chr14_76803913_r	619537	NA	NA	NA	NA
chr14	77253541	77253794	PE_1_of_1_in_NM_020431.4_intron_22_0_chr14_77253377_f	NMD_in	TMEM63C	NA	chr14	77253376	77256525	NM_020431.4_intron_22_0_chr14_77253377_f	NA	NA	NA	NA	NA
chr14	77324467	77324622	PE_1_of_1_in_NM_145870.3_intron_0_0_chr14_77321184_f	NMD_in	GSTZ1	GSTZ1, MAAI, MAAID	chr14	77321183	77324869	NM_145870.3_intron_0_0_chr14_77321184_f	603758	[Maleylacetoacetate isomerase deficiency], 617596 (3), Autosomal recessive	NA	NA	NA
chr14	77883571	77883601	PE_1_of_1_in_NM_020421.4_intron_3_0_chr14_77859280_f	NMD_in	ADCK1	NA	chr14	77859279	77887090	NM_020421.4_intron_3_0_chr14_77859280_f	NA	NA	NA	NA	NA
chr14	90322640	90322747	PE_1_of_1_in_NM_017970.4_intron_12_0_chr14_90318114_r	NMD_in	NRDE2	NRDE2, C14orf102	chr14	90318113	90331840	NM_017970.4_intron_12_0_chr14_90318114_r	618631	NA	NA	NA	NA
chr14	90588407	90588546	PE_1_of_1_in_NM_001010854.2_intron_1_0_chr14_90578309_r	NMD_in	TTC7B	NA	chr14	90578308	90593485	NM_001010854.2_intron_1_0_chr14_90578309_r	NA	NA	NA	NA	NA
chr14	90653001	90653103	PE_1_of_1_in_NM_001010854.2_intron_7_0_chr14_90652899_r	NMD_in	TTC7B	NA	chr14	90652898	90654992	NM_001010854.2_intron_7_0_chr14_90652899_r	NA	NA	NA	NA	NA
chr14	90717496	90717647	PE_1_of_1_in_NM_001010854.2_intron_14_0_chr14_90695579_r	NMD_in	TTC7B	NA	chr14	90695578	90730074	NM_001010854.2_intron_14_0_chr14_90695579_r	NA	NA	NA	NA	NA
chr14	91285395	91285836	PE_1_of_1_in_NM_001080414.4_intron_4_0_chr14_91283518_r	NMD_in	CCDC88C	CCDC88C, HKRP2, DAPLE, KIAA1509, HYC1, SCA40	chr14	91283517	91289104	NM_001080414.4_intron_4_0_chr14_91283518_r	611204	?Spinocerebellar ataxia 40, 616053 (3), Autosomal dominant; Hydrocephalus, congenital, 1, 236600 (3), Autosomal recessive	Rare Single Gene Mutation	2	0
chr14	91368003	91368054	PE_1_of_1_in_NM_001080414.4_intron_26_0_chr14_91359712_r	NMD_in	CCDC88C	CCDC88C, HKRP2, DAPLE, KIAA1509, HYC1, SCA40	chr14	91359711	91408658	NM_001080414.4_intron_26_0_chr14_91359712_r	611204	?Spinocerebellar ataxia 40, 616053 (3), Autosomal dominant; Hydrocephalus, congenital, 1, 236600 (3), Autosomal recessive	Rare Single Gene Mutation	2	0
chr14	91466261	91466416	PE_1_of_1_in_NM_001366432.2_intron_4_0_chr14_91465420_r	NMD_in	PPP4R3A	PPP4R3A, SMEK1, PP4R3A, KIAA2010	chr14	91465419	91470836	NM_001366432.2_intron_4_0_chr14_91465420_r	610351	NA	NA	NA	NA
chr14	93090888	93091064	PE_1_of_1_in_NM_014216.6_intron_8_0_chr14_93076620_r	NMD_in	ITPK1	ITPK1, ITRPK1	chr14	93076619	93115068	NM_014216.6_intron_8_0_chr14_93076620_r	601838	NA	NA	NA	NA
chr14	99707996	99715369	PE_1_of_1_in_NM_006668.2_intron_6_0_chr14_99707679_f	NMD_in	CYP46A1	CYP46A1, CYP46	chr14	99707678	99715809	NM_006668.2_intron_6_0_chr14_99707679_f	604087	NA	NA	NA	NA
chr14	100275737	100275882	PE_1_of_2_in_NM_003403.5_intron_2_0_chr14_100274759_f	NMD_in	YY1	YY1, GADEVS	chr14	100274758	100276489	NM_003403.5_intron_2_0_chr14_100274759_f	600013	Gabriele-de Vries syndrome, 617557 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Functional	1	0
chr14	100275943	100276074	PE_2_of_2_in_NM_003403.5_intron_2_0_chr14_100274759_f	NMD_in	YY1	YY1, GADEVS	chr14	100274758	100276489	NM_003403.5_intron_2_0_chr14_100274759_f	600013	Gabriele-de Vries syndrome, 617557 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Functional	1	0
chr14	100341901	100342126	PE_1_of_1_in_NM_004184.4_intron_1_0_chr14_100337203_r	NMD_in	WARS1	WARS1, WARS, HMN9	chr14	100337202	100342397	NM_004184.4_intron_1_0_chr14_100337203_r	191050	Neuronopathy, distal hereditary motor, type IX, 617721 (3), Autosomal dominant	NA	NA	NA
chr14	102203165	102203223	PE_1_of_1_in_NM_144574.4_intron_1_0_chr14_102195121_f	NMD_in	WDR20	WDR20	chr14	102195120	102208602	NM_144574.4_intron_1_0_chr14_102195121_f	617741	NA	NA	NA	NA
chr14	104164372	104164401	PE_1_of_1_in_NM_015656.2_intron_3_0_chr14_104157943_f	NMD_in	KIF26A	KIF26A, KIAA1236	chr14	104157942	104166858	NM_015656.2_intron_3_0_chr14_104157943_f	613231	NA	NA	NA	NA
chr14	104777601	104777798	PE_1_of_1_in_NM_001382430.1_intron_10_0_chr14_104776771_r	NMD_in	AKT1	AKT1, CWS6	chr14	104776770	104780087	NM_001382430.1_intron_10_0_chr14_104776771_r	164730	Breast cancer, somatic, 114480 (3); Cowden syndrome 6, 615109 (3); Colorectal cancer, somatic, 114500 (3); Proteus syndrome, somatic, 176920 (3); Ovarian cancer, somatic, 167000 (3)	NA	NA	NA
chr15	22916881	22917028	PE_1_of_1_in_NM_014608.6_intron_15_0_chr15_22916631_r	NMD_in	CYFIP1	CYFIP1, KIAA0068	chr15	22916630	22917787	NM_014608.6_intron_15_0_chr15_22916631_r	606322	NA	Rare Single Gene Mutation, Genetic Association, Functional	2	0
chr15	25722028	25722206	PE_1_of_1_in_NM_024490.4_intron_14_0_chr15_25721910_r	NMD_in	ATP10A	ATP10A, ATP10C, ATPVC	chr15	25721909	25723890	NM_024490.4_intron_14_0_chr15_25721910_r	605855	NA	Rare Single Gene Mutation, Genetic Association, Functional	2	0
chr15	30965874	30966039	PE_1_of_1_in_NM_017762.3_intron_9_0_chr15_30961074_r	NMD_in	MTMR10	NA	chr15	30961073	30967919	NM_017762.3_intron_9_0_chr15_30961074_r	NA	NA	NA	NA	NA
chr15	33092142	33092226	PE_1_of_1_in_NM_001277313.2_intron_16_0_chr15_33088975_r	NMD_in	FMN1	FMN, LD	chr15	33088974	33153047	NM_001277313.2_intron_16_0_chr15_33088975_r	136535	NA	NA	NA	NA
chr15	35430095	35430320	PE_1_of_1_in_NM_080650.4_intron_3_0_chr15_35410897_r	NMD_in	DPH6	DPH6	chr15	35410896	35450684	NM_080650.4_intron_3_0_chr15_35410897_r	618391	NA	NA	NA	NA
chr15	37028951	37029054	PE_1_of_1_in_NM_170675.5_intron_3_0_chr15_36950401_r	NMD_in	MEIS2	MEIS2, MRG1, CPCMR	chr15	36950400	37036813	NM_170675.5_intron_3_0_chr15_36950401_r	601740	Cleft palate, cardiac defects, and mental retardation, 600987 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0
chr15	37044755	37044953	PE_1_of_3_in_NM_170675.5_intron_4_0_chr15_37036960_r	NMD_in	MEIS2	MEIS2, MRG1, CPCMR	chr15	37036959	37083770	NM_170675.5_intron_4_0_chr15_37036960_r	601740	Cleft palate, cardiac defects, and mental retardation, 600987 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0
chr15	37053140	37053311	PE_2_of_3_in_NM_170675.5_intron_4_0_chr15_37036960_r	NMD_in	MEIS2	MEIS2, MRG1, CPCMR	chr15	37036959	37083770	NM_170675.5_intron_4_0_chr15_37036960_r	601740	Cleft palate, cardiac defects, and mental retardation, 600987 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0
chr15	37078172	37078267	PE_3_of_3_in_NM_170675.5_intron_4_0_chr15_37036960_r	NMD_in	MEIS2	MEIS2, MRG1, CPCMR	chr15	37036959	37083770	NM_170675.5_intron_4_0_chr15_37036960_r	601740	Cleft palate, cardiac defects, and mental retardation, 600987 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0
chr15	37098901	37099137	PE_1_of_1_in_NM_170675.5_intron_10_0_chr15_37098200_r	NMD_in	MEIS2	MEIS2, MRG1, CPCMR	chr15	37098199	37099454	NM_170675.5_intron_10_0_chr15_37098200_r	601740	Cleft palate, cardiac defects, and mental retardation, 600987 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	1	0
chr15	39939983	39940296	PE_1_of_1_in_NM_001013703.4_intron_1_0_chr15_39939618_f	NMD_in	EIF2AK4	EIF2AK4, GCN2, KIAA1338, PVOD2	chr15	39939617	39943382	NM_001013703.4_intron_1_0_chr15_39939618_f	609280	Pulmonary venoocclusive disease 2, 234810 (3), Autosomal recessive	NA	NA	NA
chr15	40411807	40411859	PE_1_of_1_in_NM_002225.5_intron_5_0_chr15_40411692_f	NMD_in	IVD	IVD	chr15	40411691	40412990	NM_002225.5_intron_5_0_chr15_40411692_f	607036	Isovaleric acidemia, 243500 (3), Autosomal recessive	NA	NA	NA
chr15	40739421	40739501	PE_1_of_1_in_NM_018145.3_intron_5_0_chr15_40738577_r	NMD_in	RMDN3	FAM82A2, FAM82C, RMD3, PTPIP51	chr15	40738576	40740132	NM_018145.3_intron_5_0_chr15_40738577_r	611873	NA	NA	NA	NA
