HGNC ID	Approved symbol	Previous symbols	Alias symbols	Chromosome	Accession numbers	Alias names	Previous name
HGNC:28188	CFAP300	C11orf70	MGC13040, FBB5, DNAAF17	11q22.1	AK094851	"dynein axonemal assembly factor 17"	"chromosome 11 open reading frame 70"
HGNC:1260	CFAP410	C21orf2	YF5, A2, LRRC76	21q22.3	Y11392	"nuclear encoded mitochondrial protein", "leucine rich repeat containing 76"	"chromosome 21 open reading frame 2"
HGNC:27232	CFAP418	C8orf37	FLJ30600, CORD16, RP64, BBS21, FAP418, MOT25	8q22.1	AK055162	"cone-rod dystrophy 16", "Bardet-Biedl syndrome 21"	"chromosome 8 open reading frame 37"
HGNC:50444	CFAP418-AS1	C8orf37-AS1	tospeak	8q22.1			"C8orf37 antisense RNA 1"
HGNC:1037	CFB	BFD, BF	H2-Bf	6p21.33	L15702		"B-factor, properdin"
HGNC:18292	CFC1	HTX2	CRYPTIC	2q21.1	AF312769		"heterotaxy 2 (autosomal dominant)"
HGNC:33983	CFC1B			2q21.1
HGNC:2771	CFD	DF, PFD	ADN	19p13.3	M84526	"adipsin"	"D component of complement (adipsin)", "properdin factor D", "complement factor D (adipsin)"
HGNC:1872	CFD1
HGNC:1873	CFDP1		BCNT, p97, CP27, SWC5, Yeti, CENP-29	16q23.1	AB009285	"Bucentaur", "centromere protein 29"
HGNC:4883	CFH	HF, HF1, HF2	HUS, FHL1, ARMS1, ARMD4	1q31.3	Y00716	"beta-1H", "H factor 2 (complement)", "age-related maculopathy susceptibility 1"	"H factor 1 (complement)"
HGNC:4888	CFHR1	HFL1, CFHL1, CFHR1P, HFL2, CFHL1P	H36-1, FHR1, CFHL, H36-2	1q31.3	M65292		"H factor (complement)-like 1", "complement factor H-related 1 pseudogene", "H factor (complement)-like 2", "complement factor H-related 1"
HGNC:4889	CFHR1P	HFL2, CFHL1P, CFHR1P	H36-2	1			"H factor (complement)-like 2", "complement factor H-related 1 pseudogene"
HGNC:4890	CFHR2	HFL3, CFHL2	FHR2	1q31.3	X64877		"H factor (complement)-like 3", "complement factor H-related 2"
HGNC:16980	CFHR3	CFHL3	FHR-3, HLF4, FHR3, DOWN16	1q31.3	X68679		"complement factor H-related 3"
HGNC:16979	CFHR4	CFHL4	FHR-4, FHR4	1q31.3	X98337, AJ640130		"complement factor H-related 4"
HGNC:24668	CFHR5	CFHL5	FHR5, FHR-5	1q31.3	AF295327	"factor H related protein 5"	"complement factor H-related 5"
HGNC:5394	CFI	IF	FI, C3b-INA, KAF	4q25	J02770	"Konglutinogen-activating factor", "C3b-inactivator"	"I factor (complement)"
HGNC:1874	CFL1	CFL		11q13.1	X95404		"cofilin 1 (non-muscle)"
HGNC:28560	CFL1P1	CFLP1	MGC35136	10q23.31			"cofilin pseudogene 1"
HGNC:1878	CFL1P2	CFLL2, CFLP2		1p32.3			"cofilin-like 2", "cofilin pseudogene 2"
HGNC:1879	CFL1P3	CFLL3, CFLP3		1p31.3			"cofilin-like 3", "cofilin pseudogene 3"
HGNC:1880	CFL1P4	CFLL4, CFLP4		1q43			"cofilin-like 4", "cofilin pseudogene 4"
HGNC:1877	CFL1P5	CFLL1, CFLP5		5q13.2			"cofilin-like 1", "cofilin pseudogene 5"
HGNC:34545	CFL1P6	CFLP6		1p36.22			"cofilin pseudogene 6"
HGNC:39959	CFL1P7			3p24.2
HGNC:39960	CFL1P8			13q32.3
HGNC:1875	CFL2		NEM7	14q13.1	AF087867	"nemaline myopathy type 7"	"cofilin 2 (muscle)"
HGNC:1876	CFLAR	CASP8AP1	CASH, Casper, CLARP, FLAME, FLIP, I-FLICE, MRIT, c-FLIP, cFLIP	2q33.1	AF005774		"CASP8 and FADD-like apoptosis regulator"
HGNC:14437	CFLAR-AS1	ALS2CR10		2q33.1	AB053312		"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 10", "CFLAR antisense RNA 1 (non-protein coding)"
HGNC:1881	CFM1			19q13.2-q13.3
HGNC:1882	CFM2			reserved
HGNC:1883	CFNS			Xp22			"craniofrontonasal syndrome (craniofrontonasal dysplasia)"
HGNC:8864	CFP	PFC		Xp11.23	M83652		"properdin P factor, complement"
HGNC:1884	CFTR	CF, ABCC7	MRP7, ABC35, TNR-CFTR, dJ760C5.1, CFTR/MRP	7q31.2	M28668	"ATP-binding cassette sub-family C, member 7"	"cystic fibrosis transmembrane conductance regulator, ATP-binding cassette (sub-family C, member 7)"
HGNC:40144	CFTR-AS1		BGas	7q31.2	BG213071
HGNC:16182	CFTRP1	C20orf189	dJ760C5.1	20p11.1	AL078587		"chromosome 20 open reading frame 189", "cystic fibrosis transmembrane conductance regulator pseudogene 1"
HGNC:51351	CFTRP2			20q11.1			"cystic fibrosis transmembrane conductance regulator pseudogene 2"
HGNC:51352	CFTRP3			20q11.1			"cystic fibrosis transmembrane conductance regulator pseudogene 3"
HGNC:1885	CGA		HCG, GPHa, GPHA1, FSHA, LHA, TSHA, GPA1	6q14.3	V00518	"follicle-stimulating hormone alpha subunit", "chorionic gonadotropin, alpha polypeptide", "luteinizing hormone alpha chain", "lutropin alpha chain", "thyroid-stimulating hormone alpha chain", "glycoprotein hormones alpha chain"
HGNC:21367	CGAS	C6orf150, MB21D1		6q13	BC012928		"chromosome 6 open reading frame 150", "Mab-21 domain containing 1"
HGNC:16721	CGB1			19q13.33	S80935		"chorionic gonadotropin, beta polypeptide 1", "chorionic gonadotropin beta subunit 1"
HGNC:16722	CGB2			19q13.33	K03184		"chorionic gonadotropin, beta polypeptide 2", "chorionic gonadotropin beta subunit 2"
HGNC:1886	CGB3	CGB		19q13.33	J00117		"chorionic gonadotropin, beta polypeptide", "chorionic gonadotropin beta subunit 3"
HGNC:16452	CGB5		HCG	19q13.33	X00265		"chorionic gonadotropin, beta polypeptide 5", "chorionic gonadotropin beta subunit 5"
HGNC:16451	CGB7		CG-beta-a	19q13.33	K00092		"chorionic gonadotropin, beta polypeptide 7", "chorionic gonadotropin beta subunit 7"
HGNC:16453	CGB8			19q13.33	BG435249		"chorionic gonadotropin, beta polypeptide 8", "chorionic gonadotropin beta subunit 8"
HGNC:1887	CGF1			Xp11.22-qter
HGNC:1888	CGGBP1		p20-CGGBP, CGGBP	3p11.1	AJ000258	"p20-CGG binding protein"
HGNC:1889	CGM1
HGNC:1899	CGM2
HGNC:1900	CGM6
HGNC:1901	CGM7
HGNC:1902	CGM8
HGNC:1903	CGM9
HGNC:1890	CGM10
HGNC:1891	CGM11
HGNC:1892	CGM12
HGNC:1893	CGM13
HGNC:1894	CGM14
HGNC:1895	CGM15
HGNC:1896	CGM16
HGNC:1897	CGM17
HGNC:1898	CGM18
HGNC:17429	CGN		KIAA1319	1q21.3	AB037740
HGNC:25931	CGNL1		FLJ14957, JACOP, KIAA1749, PCING	15q21.3	AY274808	"junction-associated coiled-coil protein", "paracingulin"
HGNC:16962	CGREF1		CGR11	2p23.3	BC034764
HGNC:15528	CGRRF1		CGR19, RNF197	14q22.2	BC015063
HGNC:1905	CGS23
HGNC:1906	CGT
HGNC:1907	CH25H			10q23.31	AF059212
HGNC:28680	CHAC1		MGC4504	15q15.1	BC019625	"gamma-GCT acting on glutathione homolog 1"	"ChaC, cation transport regulator homolog 1 (E. coli)"
HGNC:32363	CHAC2		GCG1	2p16.2	BC025376	"gamma-GCT acting on glutathione homolog 2"	"ChaC, cation transport regulator-like 2 (E. coli)", "ChaC, cation transport regulator homolog 2 (E. coli)"
HGNC:1909	CHAD		SLRR4A	17q21.33	U96767	"chondroadherin proteoglycan"
HGNC:25165	CHADL		SLRR4B	22q13.2	BC012882		"chondroadherin-like"
HGNC:53620	CHAER1		Chaer	4q12
HGNC:1910	CHAF1A		CAF1P150, CAF1B, CAF-1, CAF1, P150, MGC71229	19p13.3	U20979	"chromatin assembly factor I (150 kDa)"	"chromatin assembly factor 1, subunit A (p150)"
HGNC:1911	CHAF1B		CAF1P60, CAF-1, CAF1, CAF1A, MPP7, MPHOSPH7	21q22.12-q22.13	U20980	"M-phase phosphoprotein 7", "Chromatin assembly factor I, p60 subunit", "human chromatin assembly factor-I p60 subunit"	"chromatin assembly factor 1, subunit B (p60)"
HGNC:20311	CHAMP1	C13orf8, ZNF828	CAMP, CHAMP	13q34	AK074894	"chromosome alignment-maintaining phosphoprotein"	"chromosome 13 open reading frame 8", "zinc finger protein 828"
HGNC:48626	CHASERR	LINC01578		15q26.1			"long intergenic non-protein coding RNA 1578"
HGNC:1912	CHAT			10q11.23	AF305907		"choline acetyltransferase"
HGNC:23518	CHCHD1	C10orf34	FLJ25854	10q22.2	AK098720		"chromosome 10 open reading frame 34"
HGNC:21645	CHCHD2	C7orf17	MIX17B, MNRR1	7p11.2	AF078845	"MIX17 homolog B", "mitochondrial nuclear retrograde regulator 1"	"chromosome 7 open reading frame 17"
HGNC:39585	CHCHD2P1			Xq25
HGNC:39586	CHCHD2P2			5q13.2
HGNC:39587	CHCHD2P3			19q13.11
HGNC:39588	CHCHD2P4			6q23.2
HGNC:39589	CHCHD2P5			1p22.1
HGNC:39590	CHCHD2P6			1p36.21
HGNC:39591	CHCHD2P7			4q22.1
HGNC:39592	CHCHD2P8			13q12.2
HGNC:23676	CHCHD2P9	C9orf49, CHCHD9		9q21.31	AL450243		"coiled-coil-helix-coiled-coil-helix domain containing 9"
HGNC:39593	CHCHD2P10			8q11.23
HGNC:49029	CHCHD2P11			13q14.11
HGNC:21906	CHCHD3		FLJ20420, MINOS3, PPP1R22, Mic19, MICOS19	7q32.3-q33	BC011596	"mitochondrial inner membrane organizing system 3", "protein phosphatase 1, regulatory subunit 22", "mitochondrial contact site and cristae organizing system subunit 19"
HGNC:44697	CHCHD3P1			10p14
HGNC:44698	CHCHD3P2			12q21.1
HGNC:44699	CHCHD3P3			1p36.11
HGNC:26467	CHCHD4		FLJ31709, TIMM40, MIA40	3p25.1	BC017082	"translocase of inner mitochondrial membrane 40 homolog (S. cerevisiae)", "mitochondrial intermembrane space import and assembly 40 homolog (S. cerevisiae)"
HGNC:44489	CHCHD4P1			7q21.2
HGNC:44490	CHCHD4P2			9q31.2
HGNC:44491	CHCHD4P3			9p13.2
HGNC:44492	CHCHD4P4			3p25.3
HGNC:44493	CHCHD4P5			1q44
HGNC:17840	CHCHD5	C2orf9	MGC11104, MIC14, MIX14	2q14.1	BC004498	"mitochondrial intermembrane space cysteine motif protein of 14 kDa homolog (S. cerevisiae)"	"chromosome 2 open reading frame 9"
HGNC:28184	CHCHD6		MGC13016, PPP1R23, CHCM1, Mic25, MICOS25	3q21.3	BC006123	"protein phosphatase 1, regulatory subunit 23", "coiled-coil-helix cristae morphology 1", "mitochondrial contact site and cristae organizing system subunit 25"
HGNC:28314	CHCHD7		MGC2217, COX23	8q12.1	AK095922	"COX23 cytochrome c oxidase assembly homolog (S. cerevisiae)"
HGNC:15559	CHCHD10	C22orf16	N27C7-4, MIX17A	22q11.23	AB050774	"MIX17 homolog A"	"chromosome 22 open reading frame 16"
HGNC:1915	CHD1			5q15-q21.1	AF006513
HGNC:52907	CHD1-DT	LINC02062		5q21.1			"long intergenic non-protein coding RNA 2062"
HGNC:1916	CHD1L		ALC1	1q21.1	AF054177	"amplified in liver cancer 1"
HGNC:1917	CHD2		FLJ38614, DKFZp547I1315, DKFZp781D1727, DKFZp686E01200	15q26.1	AF006514
HGNC:1918	CHD3		Mi-2a, ZFH, Mi2-ALPHA	17p13.1	U08379
HGNC:1919	CHD4		Mi-2b, Mi2-BETA	12p13.31	X86691
HGNC:16816	CHD5			1p36.31	AF425231
HGNC:19057	CHD6		KIAA1335, FLJ22369, dJ620E11.1, CHD5, RIGB	20q12	AF525085
HGNC:20626	CHD7	CRG	KIAA1416, FLJ20357, FLJ20361	8q12.2	AB037837		"CHARGE association"
HGNC:20153	CHD8	HELSNF1	KIAA1564, DUPLIN	14q11.2	AB046784		"helicase with SNF2 domain 1"
HGNC:25701	CHD9		FLJ12178, KIAA0308, BC022889	16q12.2	AK022240
HGNC:24288	CHDH			3p21.1	AJ272267
HGNC:1920	CHDR
HGNC:1921	CHE1
HGNC:1922	CHE2			2q33-q35
HGNC:1923	CHED1		CHED	20p11.2-q11.2
HGNC:1924	CHED2			20p			"corneal endothelial dystrophy 2 (autosomal recessive)"
HGNC:1925	CHEK1		CHK1	11q24.2	AF016582, BC017575		"CHK1 (checkpoint, S.pombe) homolog", "CHK1 checkpoint homolog (S. pombe)"
HGNC:16627	CHEK2	RAD53	CDS1, CHK2, HuCds1, PP1425, bA444G7	22q12.1	AF086904		"CHK2 (checkpoint, S.pombe) homolog", "CHK2 checkpoint homolog (S. pombe)"
HGNC:37999	CHEK2P1	CHEK2L1		Yq11.21			"CHK2 checkpoint homolog (S. pombe)-like 1", "checkpoint kinase 2 pseudogene 1"
HGNC:43578	CHEK2P2			15q11.1			"checkpoint kinase 2 pseudogene 2"
HGNC:43579	CHEK2P3			2p11.1			"checkpoint kinase 2 pseudogene 3"
HGNC:43580	CHEK2P4			22q11.1			"checkpoint kinase 2 pseudogene 4"
HGNC:43581	CHEK2P5			10p11.1			"checkpoint kinase 2 pseudogene 5"
HGNC:55703	CHEK2P6			16p11.2
HGNC:55704	CHEK2P7			16p11.2
HGNC:1926	CHEL1
HGNC:1927	CHEL3
HGNC:16930	CHERP		ERPROT213-21, DAN16	19p13.11	U94836
HGNC:23778	CHES1L1		C18orf7	18q21.32
HGNC:20455	CHFR		FLJ10796, RNF196	12q24.33	AK001658
HGNC:55658	CHFR-DT			12q24.33
HGNC:1929	CHGA		PHE5, PHES	14q32.12		"vasostatin", "pancreastatin", "parastatin", "parathyroid secretory protein 1"
HGNC:1930	CHGB	SCG1	SgI	20p12.3		"secretogranin B"	"secretogranin 1"
HGNC:1931	CHH			9p21-q21
HGNC:1932	CHI3L1		GP39, YKL40, YK-40	1q32.1	BC008568	"cartilage glycoprotein-39"	"chitinase 3-like 1 (cartilage glycoprotein-39)"
HGNC:1933	CHI3L2		YKL-39, YKL39	1p13.2	U49835		"chitinase 3-like 2"
HGNC:17432	CHIA		AMCase, TSA1902, CHIT2	1p13.2	AF290004	"acidic mammalian chitinase"	"chitinase, acidic"
HGNC:44462	CHIAP1			1p13.2
HGNC:44463	CHIAP2			1p13.2
HGNC:44464	CHIAP3			1p13.2
HGNC:1934	CHIC1		BRX	Xq13.2	Y11897		"cysteine-rich hydrophobic domain 1"
HGNC:1935	CHIC2		BTL	4q12	AF159423		"cysteine-rich hydrophobic domain 2"
HGNC:28474	CHID1		MGC3234, FLJ42707, SI-CLP	11p15.5	AK124697	"stabilin-1 interacting chitinase-like protein"
HGNC:1936	CHIT1		CHIT, CHI3	1q32.1	U29615	"chitotriosidase"	"chitinase 1 (chitotriosidase)"
HGNC:1937	CHKA	CHK	CKI	11q13.2	D10704		"choline kinase"
HGNC:55504	CHKA-DT			11q13.2
HGNC:1938	CHKB	CHKL	CHETK	22q13.33	AB029886		"choline kinase-like"
HGNC:41998	CHKB-CPT1B			22q13.33
HGNC:40146	CHKB-DT	CHKB-AS1		22q13.33			"CHKB antisense RNA 1 (head to head)"
HGNC:1939	CHL1		CALL, L1CAM2, FLJ44930, MGC132578	3p26.3	AF002246	"neural cell adhesion molecule", "close homolog of L1"	"cell adhesion molecule with homology to L1CAM (close homologue of L1)", "cell adhesion molecule with homology to L1CAM (close homolog of L1)", "cell adhesion molecule L1-like"
HGNC:40148	CHL1-AS1			3p26.3			"CHL1 antisense RNA 1 (non-protein coding)"
HGNC:40147	CHL1-AS2			3p26.3			"CHL1 antisense RNA 2 (non-protein coding)"
HGNC:1940	CHM	TCD, DXS540	REP-1	Xq21.2	X78121	"Rab escort protein 1"	"choroideremia (Rab escort protein 1)", "CHM, Rab escort protein 1"
HGNC:1941	CHML		REP-2	1q43	X64728	"Rab escort protein 2"	"choroideremia-like (Rab escort protein 2)", "CHM like Rab escort protein 2"
HGNC:8740	CHMP1A	PRSM1, PCOLN3	KIAA0047, CHMP1, Vps46A	16q24.3	U58048		"procollagen (type III) N-endopeptidase", "chromatin modifying protein 1A"
HGNC:39514	CHMP1AP1			1p35.3			"chromatin modifying protein 1A pseudogene 1"
HGNC:24287	CHMP1B		CHMP1.5, C18orf2, Vps46B	18p11.21	AF306520		"chromatin modifying protein 1B"
HGNC:52778	CHMP1B-AS1			18p11.21
HGNC:49380	CHMP1B2P			Xq21.1
HGNC:30216	CHMP2A		BC-2, CHMP2, VPS2, VPS2A	19q13.43	AF042384	"putative breast adenocarcinoma marker (32kD)", "VPS2 homolog A (S. cerevisiae)"	"chromatin modifying protein 2A"
HGNC:24537	CHMP2B		DKFZP564O123, CHMP2.5, VPS2B	3p11.2	BC001553	"VPS2 homolog B (S. cerevisiae)"	"chromatin modifying protein 2B"
HGNC:29865	CHMP3	VPS24	NEDF, CGI-149	2p11.2	AF219226		"vacuolar protein sorting 24 (yeast)", "vacuolar protein sorting 24 homolog (S. cerevisiae)"
HGNC:55795	CHMP3-AS1			2p11.2
HGNC:20274	CHMP4A	C14orf123	HSPC134, VPS32A	14q12	AF212243		"chromosome 14 open reading frame 123", "chromatin modifying protein 4A"
HGNC:54739	CHMP4AP1			2p12
HGNC:16171	CHMP4B	C20orf178	dJ553F4.4, Shax1, SNF7-2, VPS32B	20q11.22	AL050349		"chromosome 20 open reading frame 178", "chromatin modifying protein 4B"
HGNC:43616	CHMP4BP1			14q22.3
HGNC:30599	CHMP4C		MGC22825, Shax3, VPS32C	8q21.13	AK000049	"Snf7 homologue associated with Alix 3"	"chromatin modifying protein 4C"
HGNC:26942	CHMP5	C9orf83, SNF7DC2	HSPC177, CGI-34, Vps60	9p13.3	AF132968		"chromosome 9 open reading frame 83", "chromatin modifying protein 5"
HGNC:54950	CHMP5P1			Xp11.3
HGNC:25675	CHMP6		FLJ11749, VPS20	17q25.3	BC010108		"chromatin modifying protein 6"
HGNC:28439	CHMP7		MGC29816	8p21.3	BC019110		"CHMP family, member 7"
HGNC:1942	CHN
HGNC:1943	CHN1	CHN, DURS2	RhoGAP2, ARHGAP2, n-chimerin	2q31.1		"Chimerin 1 (GTPase-activating protein, rho, 2)", "chimaerin 1"	"Duane retraction syndrome 2", "chimerin (chimaerin) 1"
HGNC:1944	CHN2		ARHGAP3, RhoGAP3	7p14.3	L29126	"beta chimerin", "chimaerin 2"	"chimerin (chimaerin) 2"
HGNC:40149	CHN2-AS1			7p14.3
HGNC:17807	CHODL	C21orf68	FLJ12627, PRED12, MT75	21q21.1	AF257472		"chromosome 21 open reading frame 68"
HGNC:1279	CHODL-AS1	C21orf39, NCRNA00157		21q21.1			"chromosome 21 open reading frame 39", "non-protein coding RNA 157", "CHODL antisense RNA 1 (non-protein coding)"
HGNC:14525	CHORDC1		CHP1, CHP-1	11q14.3	AF192466	"morgana"	"cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1"
HGNC:54687	CHORDC1P1			2p21
HGNC:54689	CHORDC1P3			4q32.3
HGNC:54688	CHORDC1P4			18p11.31
HGNC:54690	CHORDC1P5			1p31.1
HGNC:20050	CHORDC2P			14q32.11			"cysteine and histidine-rich domain (CHORD)-containing 2 pseudogene", "cysteine and histidine-rich domain (CHORD) containing 2 pseudogene"
HGNC:17433	CHP1		Sid470p, CHP, SLC9A1BP, p22, p24	15q15.1		"calcineurin homologous protein"
HGNC:54895	CHP1P1			5q13.2
HGNC:54896	CHP1P2			6q25.3
HGNC:54897	CHP1P3			Xp22.13
HGNC:24927	CHP2			16p12.2
HGNC:24291	CHPF		CSS2, CHSY2	2q35	BC008878	"chondroitin sulfate synthase 2"
HGNC:29270	CHPF2		KIAA1402, ChSy-3, CSGlcA-T	7q36.1	AB037823	"chondroitin sulfate glucuronyltransferase"
HGNC:17852	CHPT1		CPT1	12q23.2		"phosphatidylcholine synthesizing enzyme"
HGNC:1945	CHR			5q35
HGNC:1946	CHR39A
HGNC:1947	CHR39B			15q15-q21			"cholesterol-repressible protein 39B"
HGNC:1948	CHR39C			Xq13-q21			"cholesterol-repressible protein 39C"
HGNC:13544	CHRAC1		CHRAC15, YCL1	8q24.3	AF226076	"histone-fold protein CHRAC15"
HGNC:1949	CHRD			3q27.1	AF076612
HGNC:29861	CHRDL1	MGC1	NRLN1, CHL	Xq23	AL049176		"megalocornea 1 (X-linked)"
HGNC:24168	CHRDL2		BNF1	11q13.4	AL110168
HGNC:15781	CHRFAM7A		D-10, CHRNA7-DR1	15q13.2	AF029838		"CHRNA7 (cholinergic receptor, nicotinic, alpha 7, exons 5-10) and FAM7A (family with sequence similarity 7A, exons A-E) fusion"
HGNC:37766	CHRFAM7AP1			Yq11.23
HGNC:23937	CHRFAM7AP2			Yq11.2
HGNC:1950	CHRM1			11q12.3	Y00508	"acetylcholine receptor, muscarinic 1"
HGNC:1951	CHRM2			7q33		"acetylcholine receptor, muscarinic 2"
HGNC:1952	CHRM3			1q43	U29589	"acetylcholine receptor, muscarinic 3"
HGNC:40150	CHRM3-AS1			1q43	BX116264, AI672277		"CHRM3 antisense RNA 1 (non-protein coding)"
HGNC:43725	CHRM3-AS2			1q43	AL832284, BI836697		"CHRM3 antisense RNA 2 (non-protein coding)"
HGNC:1953	CHRM4			11p11.2	M16405	"acetylcholine receptor, muscarinic 4"
HGNC:1954	CHRM5			15q14		"acetylcholine receptor, muscarinic 5"
HGNC:1955	CHRNA1	CHRNA		2q31.1	Y00762	"acetylcholine receptor, nicotinic, alpha 1 (muscle)"	"cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)", "cholinergic receptor, nicotinic, alpha 1 (muscle)", "cholinergic receptor, nicotinic alpha 1"
HGNC:1956	CHRNA2			8p21.2	U62431	"acetylcholine receptor, nicotinic, alpha 2 (neuronal)"	"cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)", "cholinergic receptor, nicotinic, alpha 2 (neuronal)", "cholinergic receptor, nicotinic alpha 2"
HGNC:1957	CHRNA3			15q25.1		"acetylcholine receptor, nicotinic, alpha 3 (neuronal)"	"cholinergic receptor, nicotinic, alpha polypeptide 3", "cholinergic receptor, nicotinic, alpha 3 (neuronal)", "cholinergic receptor, nicotinic alpha 3"
HGNC:1958	CHRNA4	EBN, EBN1	BFNC	20q13.33		"acetylcholine receptor, nicotinic, alpha 4 (neuronal)"	"cholinergic receptor, nicotinic, alpha polypeptide 4", "cholinergic receptor, nicotinic, alpha 4 (neuronal)", "cholinergic receptor, nicotinic alpha 4"
HGNC:1959	CHRNA5			15q25.1		"acetylcholine receptor, nicotinic, alpha 5 (neuronal)"	"cholinergic receptor, nicotinic, alpha polypeptide 5", "cholinergic receptor, nicotinic, alpha 5 (neuronal)", "cholinergic receptor, nicotinic alpha 5"
HGNC:15963	CHRNA6			8p11.21	U62435	"acetylcholine receptor, nicotinic, alpha 6 (neuronal)"	"cholinergic receptor, nicotinic, alpha polypeptide 6", "cholinergic receptor, nicotinic, alpha 6 (neuronal)", "cholinergic receptor, nicotinic alpha 6"
HGNC:1960	CHRNA7			15q13.3	Z23141	"acetylcholine receptor, nicotinic, alpha 7 (neuronal)"	"cholinergic receptor, nicotinic, alpha polypeptide 7", "cholinergic receptor, nicotinic, alpha 7 (neuronal)", "cholinergic receptor, nicotinic alpha 7"
HGNC:14079	CHRNA9		NACHRA9	4p14	AF227732	"acetylcholine receptor, nicotinic, alpha 9 (neuronal)"	"cholinergic receptor, nicotinic, alpha polypeptide 9", "cholinergic receptor, nicotinic, alpha 9 (neuronal)", "cholinergic receptor, nicotinic alpha 9"
HGNC:13800	CHRNA10			11p15.4	AF199235	"acetylcholine receptor, nicotinic, alpha 10 (neuronal)"	"cholinergic receptor, nicotinic, alpha polypeptide 10", "cholinergic receptor, nicotinic, alpha 10 (neuronal)", "cholinergic receptor, nicotinic alpha 10"
HGNC:1961	CHRNB1	CHRNB		17p13.1	X14830	"acetylcholine receptor, nicotinic, beta 1 (muscle)"	"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)", "cholinergic receptor, nicotinic, beta 1 (muscle)", "cholinergic receptor, nicotinic beta 1"
HGNC:1962	CHRNB2			1q21.3	U62437	"acetylcholine receptor, nicotinic, beta 2 (neuronal)"	"cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)", "cholinergic receptor, nicotinic, beta 2 (neuronal)", "cholinergic receptor, nicotinic beta 2"
HGNC:1963	CHRNB3			8p11.21	U62438	"acetylcholine receptor, nicotinic, beta 3 (neuronal)"	"cholinergic receptor, nicotinic, beta polypeptide 3", "cholinergic receptor, nicotinic, beta 3 (neuronal)", "cholinergic receptor, nicotinic beta 3"
HGNC:1964	CHRNB4			15q25.1	U48861	"acetylcholine receptor, nicotinic, beta 4 (neuronal)"	"cholinergic receptor, nicotinic, beta polypeptide 4", "cholinergic receptor, nicotinic, beta 4 (neuronal)", "cholinergic receptor, nicotinic beta 4"
HGNC:1965	CHRND	ACHRD		2q37.1	X55019	"acetylcholine receptor, nicotinic, delta (muscle)"	"cholinergic receptor, nicotinic, delta", "cholinergic receptor, nicotinic, delta (muscle)", "cholinergic receptor, nicotinic delta"
HGNC:1966	CHRNE		ACHRE	17p13.2	X66403	"acetylcholine receptor, nicotinic, epsilon (muscle)"	"cholinergic receptor, nicotinic, epsilon", "cholinergic receptor, nicotinic, epsilon (muscle)", "cholinergic receptor, nicotinic epsilon"
HGNC:1967	CHRNG	ACHRG		2q37.1	X01715	"acetylcholine receptor, nicotinic, gamma (muscle)"	"cholinergic receptor, nicotinic, gamma", "cholinergic receptor, nicotinic, gamma (muscle)", "cholinergic receptor, nicotinic gamma"
HGNC:54059	CHROMR	PRKRA-AS1	CHROME	2q31.2		"cholesterol homeostasis regulator of miRNA expression"	"PRKRA antisense RNA 1"
HGNC:6739	CHS1
HGNC:1969	CHST1		C6ST, KSGal6ST	11p11.2	U65637	"Keratan sulfotransferase"	"carbohydrate (keratan sulfate Gal-6) sulfotransferase 1"
HGNC:1970	CHST2		C6ST	3q24	BC042160		"carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2"
HGNC:1971	CHST3		C6ST, C6ST1	10q22.1	AB017915	"chondroitin 6 sulfotransferase 1"	"carbohydrate (chondroitin 6) sulfotransferase 3"
HGNC:1972	CHST4		HEC-GLCNAC-6-ST, LSST	16q22.2	AF131235		"carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4"
HGNC:1973	CHST5		I-GLCNAC-6-ST, FLJ22167	16q23.1	AF176839		"carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5"
